Ind,Y1,Y2,X1,X2,A,B,X3
HG03267,-0.975446744,1.563352215,0.022154505,-0.743508928,5,4,0.695899664
HG03268,0.568894268,-0.320496974,-1.774491877,-0.146352348,3,6,0.021288864
HG03270,0.78059902,-0.108486089,-0.369739275,-0.372259833,1,6,0.755011992
HG03271,0.671433197,-2.393272742,-0.468588036,0.915487467,1,6,0.628787285
HG03279,0.708023104,1.160284973,-0.193116166,-0.682935838,3,6,0.874978973
HG03280,0.052429551,-0.832234116,0.058454319,2.243794844,2,2,0.770835474
HG03291,-0.499783346,0.536629569,-0.178604079,-0.940093969,5,6,0.823675934
HG03294,0.650350291,0.448012329,-0.932765336,0.362929207,4,6,0.23327355
HG03295,1.435945314,0.73816128,-0.687774493,-0.178338164,5,4,0.016033655
HG03297,-0.540022623,-1.012172793,-1.90674866,0.397647642,4,4,0.683598114
HG03298,1.033190815,1.039770359,-1.037096425,0.556199003,2,2,0.98509366
HG03300,0.433647203,-1.065596565,0.152434203,0.228287194,5,6,0.653781462
HG03301,0.118650194,2.602184193,1.606453072,-0.248851286,5,3,0.312346233
HG03303,-0.07015683,0.223045853,-0.079403793,-0.63250393,5,6,0.666286942
HG03304,0.079406405,-0.052731324,0.502663498,-0.290752119,5,4,0.685401091
HG03311,1.832530399,0.871940904,-0.247312545,1.300435723,1,1,0.252825946
HG03313,0.109155169,-0.685557983,-1.328845288,-1.387295462,5,6,0.493300034
HG03342,-0.388765458,1.047843203,0.117015867,-0.802547125,4,1,0.845706348
HG03343,0.034061472,-0.286407347,-0.751298362,1.899050258,4,1,0.229242387
HG03351,0.278423343,2.094570144,1.177654699,1.099866849,1,2,0.094465179
HG03352,-0.895365951,-0.856568959,1.003590146,-0.405654546,5,3,0.882023638
HG03354,0.835058637,0.187356377,0.043343861,1.30837552,4,4,0.603459961
HG03363,-1.490113689,-1.703037518,0.751608752,-0.210023036,3,5,0.067485688
HG03366,0.769355239,0.554882756,0.834927175,0.578099002,2,4,0.127594188
HG03367,0.639649659,0.280793565,1.052157255,-0.448398547,2,2,0.549532764
HG03369,1.15413616,-0.493640112,-0.636334327,0.650470428,2,3,0.838330352
HG03370,-2.585665626,0.894375636,0.527606125,-1.634227157,3,6,0.18715907
HG03372,-0.712800253,-1.882724607,-0.988381236,-0.92184196,1,3,0.906339233
HG03376,-1.046291343,0.96864481,0.753743703,0.14360848,2,2,0.419257188
HG03378,-2.22943478,-0.716983605,1.055046798,1.613514674,1,1,0.833989933
HG03380,0.740301743,0.504943952,1.180776631,-0.735427632,2,2,0.566670655
HG03382,-2.081047241,0.859142863,1.01168993,-0.749132284,2,2,0.334825889
HG03385,-0.66793563,-1.426397139,-0.44772844,-0.6182947,5,5,0.550826009
HG03388,-1.016569006,-0.64060827,-1.328346983,0.282010537,3,5,0.868581876
HG03391,-1.819253319,0.300185861,-0.942726884,-0.123161966,1,6,0.535470904
HG03394,-0.967810831,-0.253600326,-0.220974493,1.191496119,1,1,0.42015977
HG03397,-1.248915228,2.184774394,0.964634236,1.837448115,1,1,0.641378925
HG03401,-0.617321119,0.069363269,-0.168388291,-0.317936483,1,3,0.108176339
HG03410,0.314865484,0.746935067,-0.894263947,0.452049263,4,2,0.132169441
HG03419,-0.510439547,-1.209712143,0.80234548,1.749505226,5,3,0.71175032
HG03428,-0.471269628,-1.025839351,-1.447872991,0.50909447,5,3,0.858093793
HG03432,1.008261645,1.629024352,2.494007231,-0.376213147,2,1,0.414613954
HG03433,-0.639377519,-2.037943277,2.359842301,-0.356374538,4,3,0.083838125
HG03436,-1.584769513,0.680930927,-0.473359784,0.36353488,3,6,0.144419826
HG03437,-2.288791284,-0.993132012,-0.105202943,0.304731955,5,5,0.125341249
HG03439,2.587126656,-0.256673204,1.541172404,0.148269524,5,2,0.614511977
HG03442,-0.30520511,0.925317911,-0.572374679,-0.383671903,1,4,0.257745079
HG03445,-1.097218786,-0.223545434,0.699021785,1.590065144,5,3,0.548964332
HG03446,0.538903078,-0.060129886,0.734907758,-1.752235564,5,2,0.914955826
HG03449,0.022355181,0.913637122,0.511393048,1.105549169,1,1,0.405038728
HG03451,-0.5608596,-0.475665881,1.609245254,-1.208132689,1,4,0.765799036
HG03452,0.012243057,0.294149787,0.021092673,1.134463469,5,6,0.028414861
HG03455,-1.229920885,0.554580604,0.347664986,1.088562397,2,1,0.499925439
HG03457,-0.066050596,0.044694942,0.746316081,4.329960851,1,1,0.064620573
HG03458,-0.251427626,0.286163093,0.59888426,-0.216312871,1,3,0.575572867
HG03460,-0.137253887,1.063202164,-0.049142669,-0.790858774,4,2,0.272890148
HG03461,-0.789829895,1.147447851,0.833066953,0.00779573,1,5,0.743250931
HG03464,-0.363187338,-0.454183776,-0.138272166,0.257165961,2,2,0.791258201
HG03469,-0.513660112,2.247350809,0.656461359,-0.629946574,5,4,0.5160192
HG03470,-0.800557516,0.735217499,0.052477664,-0.627516043,4,4,0.358197892
HG03472,-0.592485932,-0.24992366,-0.151787959,0.975759754,2,2,0.900865458
HG03473,-0.816765401,-0.694281,-0.817887916,-1.080702045,4,1,0.778023747
HG03476,0.235586595,0.104518808,-1.715379906,-1.14302927,5,1,0.642403948
HG03478,-0.881657649,-0.477481425,-0.582077978,0.751744661,5,2,0.848572883
HG03479,0.621255356,0.144440178,0.783462636,0.225867421,5,6,0.153830184
HG03484,-0.138286502,-0.840966667,0.677604406,0.608475334,2,6,0.058466287
HG03485,0.115471043,-0.584967457,-1.199650508,-1.110737286,5,4,0.621232363
HG03488,-0.00950025,0.821431306,-0.377587334,-0.902908082,5,3,0.921064757
HG03490,-0.327189565,-1.438862405,-0.387767289,1.170959999,3,2,0.144568904
HG03491,-0.159708927,-0.258576682,-1.326142984,-0.056668228,3,5,0.442963967
HG03499,2.746640513,-0.078682828,0.003028073,-1.025368359,2,2,0.534876907
HG03511,-0.2391974,-0.1061914,-1.186280702,-0.554400072,2,2,0.489863943
HG03514,0.068254131,-0.07517422,-1.05612938,-1.445881042,3,5,0.62233848
HG03515,0.256179636,-0.945777731,-0.273876385,-0.736296219,1,6,0.555877646
HG03517,0.272663171,-0.36561211,0.468476002,-0.596376482,4,3,0.228594495
HG03518,-0.692800509,0.114660128,0.009001403,0.306811386,1,4,0.741445232
HG03520,-0.544663565,0.975739401,0.783476673,0.486491598,5,6,0.188532532
HG03521,-0.208058002,-2.037856061,0.459568016,0.538861313,3,6,0.588670271
HG03538,0.791596725,-1.125955446,0.257563929,-1.382721595,5,4,0.108656542
HG03539,-0.816227047,1.639841548,-0.553445203,0.672548473,2,5,0.5098917
HG03547,-0.05894223,0.362358996,-0.006146774,-0.315893892,3,5,0.798480029
HG03548,0.342396102,1.601194614,0.886645326,-0.77692564,5,3,0.386442296
HG03556,-0.331039812,-1.365433711,-0.70470668,-0.531751667,1,2,0.52442464
HG03557,-0.625758199,0.227682877,0.152280435,1.426016777,1,3,0.158181139
HG03558,-1.373634037,0.377220868,2.761161421,1.47589363,3,6,0.174067202
HG03559,-0.424221982,-1.443481613,0.194767889,-2.305682588,2,5,0.498481274
HG03563,-1.099275597,0.131985081,1.987464198,2.003457501,2,1,0.900656807
HG03565,-0.432126174,-2.380176404,0.843750524,-0.042357689,3,3,0.854208581
HG03567,1.19393435,1.037815926,0.918376821,-1.015063389,4,3,0.241724265
HG03571,1.30235112,1.466057631,1.468042099,0.859865509,4,1,0.193242596
HG03572,-1.209014899,1.065315746,0.577331453,0.085009777,5,4,0.382116028
HG03575,0.456401456,-0.998224487,-0.498472374,0.545628367,2,5,0.340523017
HG03577,-2.359301279,-1.664355058,0.407092645,-0.47565945,3,3,0.145837321
HG03578,1.220840864,-0.377353696,-1.36455777,0.650053734,2,3,0.276170796
HG03583,-0.293201115,-0.513407251,-0.351754624,-0.751519387,4,5,0.359365606
HG03585,-0.666412799,0.251410936,-0.990697576,0.497090332,5,3,0.958812158
HG03589,0.667904728,0.646201617,0.03251496,2.224007367,3,4,0.017729471
HG03593,-0.200803354,-1.100814661,2.305411074,0.271194032,5,5,0.84277683
HG03594,0.55595803,-0.091787235,-0.705831229,1.186130626,2,3,0.306287653
HG03595,-0.001058909,-0.468558107,-0.458300544,0.280100651,2,2,0.568610643
HG03598,-0.362071553,-2.264855662,1.173877899,0.541087706,5,4,0.542278582
HG03600,-1.087106891,-1.989482894,-0.346114315,0.416024906,3,2,0.973220574
HG03603,-1.032608521,-1.133213785,0.639959884,-0.427271871,2,4,0.167157419
HG03604,0.511570047,0.408728954,-0.041145197,0.202094244,4,3,0.055850922
HG03607,-0.569135864,-0.484994765,0.6857699,0.911827403,1,4,0.308129125
HG03611,-1.474352952,0.383993965,0.265111776,0.690548034,1,4,0.105255723
HG03615,0.707159701,-0.24283137,0.09563351,-0.304099897,5,2,0.245301638
HG03616,0.875940738,-1.525305789,1.072843615,-1.478940703,1,2,0.855224831
HG03619,1.622689573,0.563710513,-0.783372599,0.027181462,2,6,0.805553659
HG03624,-0.333311638,0.677259163,-0.653602859,0.354106539,1,2,0.389222389
HG03625,-0.392819924,-0.366694598,0.245683833,1.023719849,3,4,0.260393078
HG03629,1.601189954,-0.723099353,-1.524139989,1.84488307,2,1,0.462212044
HG03631,0.953428421,1.287567449,1.2213056,0.099133846,1,5,0.426265259
HG03634,-1.502621476,0.233156848,-1.013644473,0.863980933,3,2,0.187614418
HG03636,-1.062442284,-0.619160967,1.283107777,-0.539681476,2,4,0.052115424
HG03640,0.675283085,0.840349261,1.465623191,-1.256431384,5,6,0.763564877
HG03642,1.599795492,0.823060864,-0.298766417,-0.475580006,5,1,0.812943291
HG03643,-0.883818095,0.41546616,-0.671710625,-0.783142887,5,4,0.476913954
HG03644,0.282308462,0.793289309,0.735593018,-1.385788127,5,6,0.526132651
HG03645,-0.878327395,-0.944786819,1.841658382,-1.204248789,4,2,0.2535146
HG03646,0.383139071,-0.744547426,-0.621058078,-0.59428412,5,2,0.33487877
HG03649,-0.083557241,0.251005744,-0.479224207,0.178982551,1,2,0.121570466
HG03652,-1.240658167,-0.031021401,-0.393894345,1.101237855,3,2,0.429110253
HG03653,-0.327613902,-1.695458904,-0.032501457,-0.826282614,1,1,0.374238443
HG03660,0.260518413,0.444812969,0.129133959,-0.302450776,1,1,0.966910476
HG03663,0.729661035,0.889918438,-0.415035386,-0.458418508,1,1,0.60857781
HG03667,1.224380952,0.881964997,-0.253710434,-0.229611665,3,5,0.401256008
HG03668,1.112581916,0.795518503,0.872192842,-1.011108937,2,4,0.857659145
HG03672,-0.453048144,-1.58501228,0.908919368,0.124406096,1,3,0.610638412
HG03673,-1.43321387,0.266765622,-0.339637042,-1.258710048,4,2,0.030172074
HG03679,1.756766989,-0.031815504,0.014634046,2.810212451,5,2,0.943359948
HG03680,0.409441826,-0.042026212,0.207060872,-0.77480197,4,1,0.880556808
HG03681,-0.782954965,-0.554469728,-0.769084088,-1.359866171,5,4,0.23435872
HG03684,0.47013379,0.036607348,1.628070674,0.531443466,4,2,0.752278786
HG03685,0.494719661,-1.461892997,0.142342671,-1.710614563,1,6,0.90030279
HG03686,0.857672298,0.038684019,-2.129311915,1.29743477,3,1,0.410003148
HG03687,2.392076158,-1.160415848,-0.193511424,-0.187245948,2,2,0.817537252
HG03689,0.046513602,0.375699133,-1.067954629,-1.52758778,4,2,0.176950728
HG03690,2.128584325,-0.747641608,-0.947626032,-1.845823657,5,3,0.915433168
HG03691,-0.265153798,0.910213467,2.010719012,1.295834219,5,5,0.929153434
HG03692,-1.319212703,-0.404261331,0.174608828,2.053215671,1,4,0.197241448
HG03693,-0.241951986,-1.277261213,0.246607,-1.006896249,2,5,0.825890894
HG03694,0.996026914,0.901542505,-1.21257355,-0.875846782,5,2,0.664968981
HG03695,0.683690025,-0.561102786,-0.020242203,-0.45123451,5,6,0.074916858
HG03696,0.869574592,-0.989065691,-0.288697348,0.715543891,3,1,0.079769364
HG03697,1.136883612,-0.396407345,1.056816291,0.205316753,5,2,0.994151092
HG03698,0.532714866,0.020778388,0.65560639,-0.36768709,2,2,0.74116552
HG03702,1.872340873,0.637555725,0.308590683,0.641208383,1,2,0.804761443
HG03703,-0.776688093,-0.778775168,0.102192102,0.051453036,2,1,0.775347593
HG03705,2.773840315,0.312761583,0.376848305,1.340058874,4,1,0.298403277
HG03706,-0.277417435,0.393470199,-1.223042894,-2.360803225,4,3,0.731002289
HG03708,-0.163790392,-0.101109209,1.455035588,-0.968131005,5,3,0.260039875
HG03709,0.542952078,0.136537584,-1.227346261,1.068282055,3,5,0.813539669
HG03711,-0.878513963,0.081674763,1.20947871,0.054063982,1,6,0.814396041
HG03713,-0.734454866,0.094924701,-0.081722924,0.773784366,5,3,0.799343414
HG03714,-1.115662387,-2.665263646,-0.497493448,-0.132891536,1,3,0.321231776
HG03716,-0.15840711,-1.571070907,-0.609143219,1.080604244,5,3,0.773040785
HG03717,0.968009205,0.812561428,0.034085579,0.885781731,2,3,0.415491023
HG03718,0.025608323,-1.021423983,-0.445179962,-0.441006241,2,1,0.199815657
HG03720,-1.791402145,2.2193661,0.294375866,0.183070092,4,3,0.942618623
HG03722,0.438356279,0.481127917,0.848698919,2.338544027,3,6,0.398229534
HG03727,1.510171632,-1.441351278,0.20871356,1.371143935,5,5,0.573046354
HG03729,-0.173932333,0.35014589,-0.003253159,-0.371003347,2,3,0.765469966
HG03730,0.450012756,-2.441342151,-1.462857478,0.89975079,1,4,0.746125375
HG03731,-1.308366177,-1.05687425,0.809663079,-1.147492183,3,6,0.89635837
HG03733,1.53901701,0.608554795,-1.238434036,0.103683628,2,2,0.367735349
HG03736,0.951868105,0.58870972,-0.503706513,-0.279465659,2,3,0.938260902
HG03738,0.855841642,-1.189268883,0.510244328,-0.233021649,1,4,0.799267032
HG03740,0.356150471,-0.330286938,0.296536984,0.745020653,2,6,0.558242114
HG03741,0.771322514,-0.588833951,0.866107759,-0.127449067,5,5,0.5681418
HG03742,-0.683007987,-0.772519765,-0.438747511,1.882582135,4,5,0.76624679
HG03743,1.354559852,1.234869857,1.275619366,1.138939929,3,2,0.177537373
HG03744,1.435589282,0.997369888,0.800470026,0.205350419,3,2,0.575687031
HG03745,-1.52431303,-0.231051629,-1.648682626,2.121427589,1,6,0.270939288
HG03746,-0.894424202,-0.287401419,-1.286339336,1.023216499,4,3,0.800940071
HG03750,0.948734599,1.721778056,-1.236942372,-0.821853393,5,2,0.141599467
HG03752,-0.468378187,-0.370605551,-1.818726793,0.122299169,2,3,0.631243309
HG03753,-0.79578636,1.322769084,-0.190990426,1.025521407,1,5,0.272780232
HG03754,2.266465672,0.485386066,-0.003274536,-1.11359556,1,5,0.033308649
HG03755,0.748550374,0.329137715,0.076585884,0.11822151,1,5,0.424697419
HG03756,1.153931951,-0.484844359,-2.290086416,0.831885546,5,2,0.647590311
HG03757,-2.571063429,1.34045465,1.930363008,-1.105081898,5,5,0.059669573
HG03760,-1.376135202,-0.512226169,0.411894475,-0.537457612,2,6,0.050890254
HG03762,-0.360072331,-0.179094058,0.474420029,0.580410003,3,3,0.476235386
HG03765,-1.040691342,-0.909675194,1.435626853,-0.730845518,3,1,0.357721453
HG03767,-0.119948193,0.629665113,0.142067373,-0.020714735,1,4,0.4636642
HG03770,1.616718933,-0.940458686,-0.702614822,-0.419043202,1,5,0.082299694
HG03771,-0.065039594,-0.815701847,1.041600911,-0.918936592,4,2,0.871304043
HG03772,-0.70805369,-0.146119427,-0.729618345,-0.995683313,4,6,0.139131559
HG03773,0.720703099,-0.095683219,-0.17099155,0.030495304,5,4,0.328147435
HG03774,-1.174941593,-1.330073637,-1.289244417,-0.018091001,1,1,0.164007082
HG03775,2.440276581,-0.37953982,1.065987012,-0.063975151,3,4,0.526654691
HG03777,0.57309624,1.624481036,0.946342221,-0.42559957,1,3,0.103786375
HG03778,0.514420168,-1.246516792,-0.024149214,-0.85553663,5,1,0.775441163
HG03779,1.07881333,-0.171541543,-1.019908133,1.767605381,2,4,0.638481179
HG03780,-0.277643921,-0.557230006,-0.246932658,1.281205459,3,5,0.580485358
HG03781,-0.987919479,0.627726506,-0.390190014,0.999902083,5,6,0.936992518
HG03782,-0.237079787,-2.624229049,-1.484649757,-1.13007245,1,1,0.538810358
HG03784,1.408756027,0.151076218,0.449869112,-1.039142325,3,6,0.951409071
HG03785,1.281118545,2.003298208,-1.604421453,-0.268275697,4,1,0.450381889
HG03786,0.298657156,1.240090517,-0.286000637,-0.021142449,4,6,0.931459984
HG03787,0.676158197,-0.315239347,0.034465716,0.41913755,3,5,0.912134823
HG03788,-0.283399115,-0.487146997,1.602118062,0.905286855,2,5,0.051268888
HG03789,0.706638383,1.736105357,-0.456934974,0.667249499,1,4,0.627301031
HG03790,-0.710770925,-0.822899989,-0.722552522,0.104076996,4,3,0.767144391
HG03792,1.88961561,-1.953573989,-0.978666389,-1.248258292,5,4,0.234770523
HG03793,-1.256211321,1.353066028,0.047043132,1.273500794,4,6,0.092058138
HG03796,1.720168372,0.2203215,-1.137328743,-0.610745589,1,6,0.103159597
HG03800,0.466711145,0.90795196,0.423550026,-0.818978913,4,1,0.474099037
HG03802,1.058355637,0.267309747,-1.351198517,-0.250242868,5,3,0.350673116
HG03803,-0.704620339,1.361630985,0.567051441,1.535287433,5,1,0.95515389
HG03805,-2.365951612,0.789218087,0.354479691,0.302786128,2,1,0.821003368
HG03808,-1.194132394,-0.444006325,-1.259198165,1.336406374,4,6,0.785333248
HG03809,-0.603489976,-1.078369011,-0.305749444,2.569767532,4,1,0.306788458
HG03812,-0.282037927,0.174658011,-0.597417236,1.442240428,1,6,0.182951548
HG03814,-0.468320792,0.372874115,0.373558429,-1.595438343,1,3,0.677621676
HG03815,1.592068421,-0.073248817,0.528790129,-0.391339747,3,6,0.035826314
HG03817,-0.060136456,-1.274273943,0.170194166,1.021957622,3,3,0.21692899
HG03821,1.49143967,0.874645661,-0.301087354,0.515962577,2,3,0.260719683
HG03823,0.593223886,-0.684148232,-0.373909642,-0.315378122,1,5,0.115677946
HG03824,-0.475613091,0.879396693,0.015305787,-0.47986328,2,5,0.422784997
HG03826,-0.394985837,0.535984397,1.429372064,-0.162663795,1,2,0.963623123
HG03829,0.554908286,-1.580728029,0.48124307,-0.506426769,1,5,0.234041691
HG03830,1.003179971,-0.247594905,0.658825166,1.415050192,1,5,0.999485229
HG03832,-0.630157424,0.317859837,-0.514073441,1.073356648,5,5,0.15433514
HG03833,0.002996324,1.164900991,-0.380432086,-0.034665121,1,4,0.211520421
HG03836,-0.968325139,-0.308974287,-1.222875607,0.506604026,2,5,0.908862188
HG03837,-0.805166428,-1.33622751,-0.226429296,-0.314052791,4,6,0.196903285
HG03838,0.826251513,-1.158630932,-1.267940808,0.741242193,5,1,0.1668175
HG03844,-0.38390721,-0.145423175,-1.03115362,0.571622889,4,5,0.287890354
HG03846,-1.113694063,1.361411336,0.479779862,-0.824008147,3,1,0.019215764
HG03848,-1.631531918,1.684014756,1.839865635,-0.49368967,5,4,0.921667527
HG03849,-1.037099861,0.023031883,1.29884096,-0.896348183,1,1,0.825888361
HG03850,0.472817244,0.470893076,0.910893253,1.056678692,3,6,0.268046428
HG03851,1.07003207,1.66787428,-0.74146653,0.65871444,2,3,0.091871983
HG03854,-0.687260869,0.764087675,0.325444871,-0.370275289,5,1,0.481058774
HG03856,0.983653677,-1.663260472,-0.419667107,0.947489182,1,5,0.045647874
HG03857,-0.63219081,-0.968951983,-2.311602006,0.206721107,1,3,0.267727866
HG03858,-0.756949849,1.443910874,-0.157083342,1.518271322,3,1,0.057305751
HG03861,1.418718689,-1.432522987,-0.820592313,0.753110588,5,3,0.717780014
HG03862,0.403748626,-0.484659743,-0.838886543,-0.060271103,3,4,0.955122954
HG03863,0.41799255,0.653932981,2.268024171,1.912051007,2,4,0.912985621
HG03864,0.836267014,0.109070257,-2.738772454,-0.072739631,3,3,0.511678656
HG03866,-1.53791821,0.304825647,0.706544986,3.316149679,5,6,0.853025316
HG03867,-1.17901189,0.886318488,-2.146927223,-0.111906729,5,4,0.868289457
HG03868,0.32704031,-1.167595474,0.064798016,-0.103373394,3,1,0.689319867
HG03869,0.880249223,0.221672715,1.195551084,-0.796944099,2,2,0.866369906
HG03870,0.965526068,0.960636111,-0.455183274,1.01233436,1,2,0.599931133
HG03871,-0.046414538,-0.563631399,-0.099689543,-0.111597987,1,6,0.233088699
HG03872,-0.306927026,-1.521513773,-0.208773785,-0.674041697,1,6,0.533876192
HG03873,-1.917808919,-0.56008732,-0.481153722,1.823349909,5,2,0.025158915
HG03874,0.111749402,-0.198026596,-0.15932177,-0.764419661,1,3,0.427223324
HG03875,-1.067917694,0.181087817,2.275623821,-1.199127468,3,3,0.513191995
HG03882,-1.072525736,-0.106873502,-0.081956658,0.584529561,1,2,0.893001592
HG03884,-0.428028219,-0.198163429,0.800987271,-1.256475553,1,1,0.260878358
HG03885,-1.791517949,1.257617531,0.344937142,2.063036983,2,4,0.422540123
HG03886,-0.812148318,-0.444633369,1.560933471,-0.015125846,3,5,0.49999194
HG03887,1.970793558,-0.742742629,-0.211769432,-0.533248571,1,1,0.658234485
HG03888,-0.600192307,-0.827932616,0.336166025,0.794785843,1,2,0.344897337
HG03890,1.088683925,0.529326495,-1.130595308,-0.973738596,4,3,0.450235126
HG03894,-0.310615528,0.095568836,-0.326910963,0.860651795,5,4,0.035515973
HG03895,-0.416752775,1.262178431,-0.171848514,0.731162306,5,3,0.635438552
HG03896,-0.140301908,0.057642428,0.734981145,0.092655544,2,1,0.449135259
HG03897,-0.175552933,-0.305577221,1.216240396,0.326909828,2,2,0.386897556
HG03898,-0.388276252,-1.245190488,0.349947453,1.245085214,3,3,0.603663539
HG03899,0.936807041,-0.160547238,0.1534635,1.016470585,4,5,0.561190905
HG03900,-2.01153926,1.189230713,-0.714516067,-0.699982005,3,2,0.067293697
HG03902,0.265581243,-0.090103394,-1.02989475,1.489557892,2,5,0.468490413
HG03905,-0.460864358,-0.078438405,-1.095007815,1.47924485,5,4,0.550656245
HG03907,-0.323453358,0.754781462,0.038516723,0.174215634,1,2,0.81890013
HG03908,-0.085099541,0.55422987,0.476936798,0.591037288,2,3,0.001298502
HG03910,-0.62379994,0.258508245,-1.054998335,-1.322115973,1,3,0.62519068
HG03911,0.275193204,-1.331525711,-0.402967189,-1.433001352,5,2,0.290874921
HG03913,0.539792134,-1.019102477,-0.180887237,1.397177995,3,1,0.845212488
HG03914,0.993285577,-0.36228665,-0.364977685,1.05859348,1,5,0.014918844
HG03916,-0.242052195,-0.082079908,-0.604417819,-1.099813814,5,5,0.36632501
HG03917,-0.181044244,-0.084360328,-1.142081311,-0.944975421,4,5,0.189275074
HG03919,-1.020136655,-0.536645969,-0.486917544,-1.285924515,2,3,0.194729265
HG03920,0.117312776,2.612249447,-0.67303888,-2.603789347,1,4,0.929891322
HG03922,1.149787143,1.306397182,0.6064489,-1.354476738,2,1,0.878379801
HG03925,0.610496832,1.734794018,0.648157231,-0.66697694,5,2,0.967559266
HG03926,0.084917121,0.542362892,-1.022544998,1.648247122,4,3,0.90427672
HG03928,0.885563683,0.077813254,0.079300283,-0.273863407,4,3,0.277190298
HG03931,0.315134479,0.31448025,-0.542610484,1.335272127,1,3,0.998693925
HG03934,0.141241386,1.815675512,0.454548204,0.188485558,4,1,0.99181966
HG03937,0.058329015,-1.843235843,-0.319892345,-0.202940258,3,2,0.923422407
HG03940,-0.766586748,0.888874019,-0.374143745,0.683183037,3,6,0.451733087
HG03941,-0.043656979,-0.44544602,-1.632497026,0.211318199,3,1,0.995513757
HG03943,1.422885373,-0.366035801,0.713710441,0.310924132,5,3,0.881524444
HG03944,-1.021986613,-1.238189247,0.093023391,-0.880287642,4,4,0.977978244
HG03945,-1.155573067,0.494376333,0.289166643,0.000200061,2,2,0.543228853
HG03947,0.02453329,0.84007797,1.405010444,-0.383413944,4,5,0.775976362
HG03949,-0.858751634,-0.85375428,1.386341936,2.415039603,5,6,0.515320429
HG03950,0.181762452,0.283084196,-1.086862919,-0.565818097,5,6,0.71898996
HG03951,-0.719437448,-0.758406656,-0.945413718,-0.440453473,4,6,0.936118855
HG03953,-1.210027825,1.494263976,1.637732556,-1.515820787,3,5,0.125730862
HG03955,0.390047252,0.337471755,-0.266899023,2.696455475,2,1,0.532880751
HG03960,-0.582695645,1.272564991,1.176148102,0.225341103,5,4,0.514562985
HG03963,-0.072967467,-0.052336882,0.601981875,-0.758189487,2,5,0.575271262
HG03965,0.283118005,-1.907317607,0.927115127,-0.533958689,5,1,0.119513632
HG03967,-0.122757072,-0.166508857,0.888643828,1.50640116,4,1,0.203452967
HG03968,-0.473512046,1.029197076,-0.699353654,-1.416344192,4,2,0.626651981
HG03969,-0.335567267,-0.215050487,-1.809394341,-0.367435157,2,4,0.164826792
HG03971,-0.039148331,0.904366814,-0.321119037,-0.603526286,4,2,0.883191435
HG03973,-0.364691549,0.584208513,0.378588247,-0.125240877,1,3,0.938813431
HG03974,-0.640210661,0.652206724,-0.880253285,-0.291157866,1,3,0.410258974
HG03976,-0.776837595,-0.158099783,-0.751319529,-0.02733555,1,4,0.893273881
HG03977,1.805855499,-0.030871627,-0.232882535,0.764231078,1,6,0.569593109
HG03978,0.690517671,0.565027108,0.912870601,-1.032599896,1,4,0.474696167
HG03985,0.519791844,-1.364434306,0.484414819,0.58925497,3,3,0.835507991
HG03986,0.494396414,0.538916872,0.977041937,0.93571103,2,5,0.153795339
HG03989,0.838016192,0.796835919,0.867053895,0.329292476,4,5,0.902970733
HG03990,-0.199727174,-0.237868657,-0.756633235,-0.218290226,5,5,0.709407424
HG03991,-2.483696016,0.634373806,-0.377671065,-0.289822732,3,1,0.678294824
HG03995,1.244125159,-0.38021485,-0.737570405,0.004764816,3,6,0.699387633
HG03998,0.9101388,0.092224502,0.845181416,-0.376157382,3,4,0.283810635
HG03999,-1.109437804,0.419515093,1.334844145,0.118766946,5,5,0.361181193
HG04001,-0.249403221,0.157755757,-1.012454454,-0.505455519,5,4,0.776843441
HG04002,0.543376582,-0.128325916,-1.807805917,-0.510057986,2,4,0.079971703
HG04003,-0.222408342,1.600901254,0.695213231,0.846025148,2,4,0.818223595
HG04006,0.018885292,0.497992522,-1.448170087,-0.270385942,5,2,0.436219318
HG04014,-1.469511692,-0.403754188,-0.472606829,0.039406539,3,2,0.451321237
HG04015,-0.985523214,1.2677614,-0.285093678,-1.960031581,1,2,0.061313477
HG04017,-0.673451585,1.229943216,0.159014016,-2.551931528,4,6,0.696748855
HG04018,0.570933984,0.8059627,-0.735883149,-0.755105168,2,5,0.641763402
HG04019,-0.395821526,0.061201224,-0.505141098,0.075958362,2,5,0.379233886
HG04020,1.631630459,-0.681608076,0.388235609,-0.4396638,5,1,0.431469588
HG04022,-0.781669077,1.237375264,0.112959725,1.648984712,2,2,0.778624784
HG04023,-0.489935205,1.220160621,0.663098581,-0.944940275,4,5,0.509706576
HG04025,0.192173261,-1.353363371,-1.022273125,1.625809324,2,6,0.484883267
HG04026,1.119863498,0.193321775,0.17727278,1.027363573,5,1,0.808576512
HG04029,-0.669441642,-0.468283715,-0.119351594,-0.675026203,3,3,0.553105991
HG04033,0.030406607,1.125377158,-0.51246007,0.989391818,4,2,0.533280374
HG04035,0.340266074,-0.774880968,1.553266082,-0.088727508,3,3,0.147578171
HG04038,-0.775973634,1.31333138,0.256433452,0.894354453,5,5,0.663833048
HG04039,-1.354349657,-0.396020939,-0.64995041,0.105269029,5,1,0.181423378
HG04042,-0.481328453,-0.197715447,0.110502532,1.440743006,5,4,0.947270018
HG04047,0.890808091,-1.087212043,1.982413552,0.186355024,1,4,0.645216632
HG04054,0.418591827,-1.158916649,-0.971640165,-0.912934098,3,3,0.856671575
HG04056,-1.48842593,-1.254708829,0.544936017,0.561204553,1,5,0.403562636
